ITB_No,Vendor Name,PO No,Currency,PO Value in Original Currency,PO Value in Original CAD,Total Claimed in PO in current ITB,Original_currency_current_ITB,Exchange_Rate_current_ITB,Total Claimed in PO until current ITB,Remaining in PO after current ITB
ITB_SAN_03,VENDOR_000001,PO_000001,CAD,960.67,912.74,0.00,,,936.81,0.00
ITB_SAN_03,VENDOR_000002,PO_000002,CAD,54.79,54.02,0.00,,,56.98,0.00
ITB_SAN_03,VENDOR_000003,PO_000003,CAD,"390,648.52","410,709.26",0.00,,,"34,784.58","375,924.68"
ITB_SAN_03,VENDOR_000003,PO_000004,CAD,"437,095.52","443,493.15",0.00,,,"365,198.33","78,294.81"
ITB_SAN_03,VENDOR_000003,PO_000005,CAD,"1,916,858.40","1,893,610.92","243,841.39",,,"362,001.20","1,531,609.73"
ITB_SAN_03,VENDOR_000004,PO_000006,CAD,"100,973.84","103,330.57","6,707.97",,,0.00,"103,330.57"
ITB_SAN_03,VENDOR_000004,PO_000007,CAD,"120,299.50","124,802.04",0.00,,,"29,347.68","95,454.35"
ITB_SAN_03,VENDOR_000004,PO_000008,CAD,"151,798.67","153,670.94","15,893.64",,,0.00,"153,670.94"
ITB_SAN_03,VENDOR_000004,PO_000009,CAD,"125,826.62","124,040.41","12,005.61",,,0.00,"124,040.41"
ITB_SAN_03,VENDOR_000004,PO_000010,CAD,"53,150.37","57,365.83","5,060.97",,,0.00,"57,365.83"
ITB_SAN_03,VENDOR_000004,PO_000011,CAD,"131,694.04","134,055.36",0.00,,,0.00,"134,055.36"
ITB_SAN_03,VENDOR_000004,PO_000012,CAD,"117,029.69","120,361.41",0.00,,,0.00,"120,361.41"
ITB_SAN_03,VENDOR_000004,PO_000013,CAD,"105,878.01","97,517.47",0.00,,,0.00,"97,517.47"
ITB_SAN_03,VENDOR_000004,PO_000014,CAD,"89,929.25","93,634.23",0.00,,,0.00,"93,634.23"
ITB_SAN_03,VENDOR_000005,PO_000015,CAD,647.77,661.19,0.00,,,0.00,661.19
ITB_SAN_03,VENDOR_000005,PO_000016,CAD,744.13,747.61,0.00,,,0.00,747.61
ITB_SAN_03,VENDOR_000006,PO_000017,CAD,"4,723.50","4,868.51",0.00,,,0.00,"4,868.51"
ITB_SAN_03,VENDOR_000007,PO_000018,Euro,"1,554,470.60","2,644,130.09",0.00,,,"58,548.62","2,585,581.47"
ITB_SAN_03,VENDOR_000007,PO_000019,Euro,"7,516,438.72","12,094,524.16",0.00,,,"803,228.09","11,291,296.08"
ITB_SAN_03,VENDOR_000002,PO_000020,CAD,353.21,355.58,0.00,,,346.25,9.33
ITB_SAN_03,VENDOR_000002,PO_000021,CAD,155.92,159.46,0.00,,,161.39,0.00
ITB_SAN_03,VENDOR_000002,PO_000022,CAD,358.89,364.67,0.00,,,353.66,11.01
ITB_SAN_03,VENDOR_000002,PO_000023,CAD,562.66,597.66,0.00,,,0.00,597.66
ITB_SAN_03,VENDOR_000002,PO_000024,CAD,"1,154.82","1,067.04",0.00,,,"1,132.17",0.00
ITB_SAN_03,VENDOR_000002,PO_000025,CAD,89.29,87.05,0.00,,,84.17,2.88
ITB_SAN_03,VENDOR_000002,PO_000026,CAD,854.86,807.23,0.00,,,0.00,807.23
ITB_SAN_03,VENDOR_000002,PO_000027,CAD,769.43,734.18,0.00,,,754.38,0.00
ITB_SAN_03,VENDOR_000002,PO_000028,CAD,28.94,27.31,0.00,,,28.54,0.00
ITB_SAN_03,VENDOR_000002,PO_000029,CAD,358.08,355.65,0.00,,,365.46,0.00
ITB_SAN_03,VENDOR_000002,PO_000030,CAD,55.92,54.44,0.00,,,57.03,0.00
ITB_SAN_03,VENDOR_000002,PO_000031,CAD,662.89,706.81,700.38,,,0.00,706.81
ITB_SAN_03,VENDOR_000002,PO_000032,CAD,56.35,58.17,0.00,,,58.52,0.00
ITB_SAN_03,VENDOR_000002,PO_000033,CAD,259.55,247.37,253.16,,,0.00,247.37
ITB_SAN_03,VENDOR_000002,PO_000034,CAD,10.40,10.63,10.19,,,0.00,10.63
ITB_SAN_03,VENDOR_000002,PO_000035,CAD,206.38,227.80,218.06,,,0.00,227.80
ITB_SAN_03,VENDOR_000002,PO_000036,CAD,42.43,42.16,44.27,,,0.00,42.16
ITB_SAN_03,VENDOR_000002,PO_000037,CAD,47.14,46.80,46.89,,,0.00,46.80
ITB_SAN_03,VENDOR_000002,PO_000038,CAD,38.66,38.63,40.69,,,0.00,38.63
ITB_SAN_03,VENDOR_000002,PO_000039,CAD,17.10,17.04,16.58,,,0.00,17.04
ITB_SAN_03,VENDOR_000002,PO_000040,CAD,580.18,608.45,599.35,,,0.00,608.45
ITB_SAN_03,VENDOR_000002,PO_000041,CAD,408.04,418.11,383.32,,,0.00,418.11
ITB_SAN_03,VENDOR_000002,PO_000042,CAD,50.32,51.99,50.31,,,0.00,51.99
ITB_SAN_03,VENDOR_000002,PO_000043,CAD,"1,611.24","1,538.65",0.00,,,0.00,"1,538.65"
ITB_SAN_03,VENDOR_000002,PO_000044,CAD,791.75,770.98,0.00,,,0.00,770.98
ITB_SAN_03,VENDOR_000002,PO_000045,CAD,91.84,88.80,0.00,,,0.00,88.80
ITB_SAN_03,VENDOR_000002,PO_000046,CAD,99.44,97.66,0.00,,,0.00,97.66
ITB_SAN_03,VENDOR_000002,PO_000047,CAD,29.72,30.15,0.00,,,0.00,30.15
ITB_SAN_03,VENDOR_000002,PO_000048,CAD,8.96,8.86,0.00,,,0.00,8.86
ITB_SAN_03,VENDOR_000002,PO_000049,CAD,"1,069.22","1,102.76",0.00,,,0.00,"1,102.76"
ITB_SAN_03,VENDOR_000002,PO_000050,CAD,96.89,103.48,0.00,,,0.00,103.48
ITB_SAN_03,VENDOR_000002,PO_000051,CAD,25.95,26.72,0.00,,,0.00,26.72
ITB_SAN_03,VENDOR_000002,PO_000052,CAD,9.41,9.52,0.00,,,0.00,9.52
ITB_SAN_03,VENDOR_000002,PO_000053,CAD,244.47,236.53,0.00,,,0.00,236.53
ITB_SAN_03,VENDOR_000002,PO_000054,CAD,27.10,26.31,0.00,,,0.00,26.31
ITB_SAN_03,VENDOR_000002,PO_000055,CAD,27.83,27.38,0.00,,,0.00,27.38
ITB_SAN_03,VENDOR_000002,PO_000056,CAD,209.52,196.84,0.00,,,0.00,196.84
ITB_SAN_03,VENDOR_000002,PO_000057,CAD,24.70,24.25,0.00,,,0.00,24.25
ITB_SAN_03,VENDOR_000008,PO_000058,USD,144.40,199.21,0.00,,,0.00,199.21
ITB_SAN_03,VENDOR_000009,PO_000059,CAD,"180,801.95","172,436.27",0.00,,,"25,443.89","146,992.39"
ITB_SAN_03,VENDOR_000010,PO_000060,CAD,759.68,765.87,0.00,,,0.00,765.87
ITB_SAN_03,VENDOR_000010,PO_000061,CAD,"4,099.10","4,060.31",0.00,,,"4,164.97",0.00
ITB_SAN_03,VENDOR_000010,PO_000062,CAD,"1,328.92","1,311.20",0.00,,,0.00,"1,311.20"
ITB_SAN_03,VENDOR_000010,PO_000063,CAD,879.26,871.27,0.00,,,901.38,0.00
ITB_SAN_03,VENDOR_000010,PO_000064,CAD,"12,820.79","12,646.29","12,822.50",,,0.00,"12,646.29"
ITB_SAN_03,VENDOR_000010,PO_000065,CAD,617.54,597.25,0.00,,,0.00,597.25
ITB_SAN_03,VENDOR_000011,PO_000066,CAD,"2,261.43","2,339.03",0.00,,,"2,373.26",0.00
ITB_SAN_03,VENDOR_000011,PO_000067,CAD,"2,318.12","2,334.31",0.00,,,0.00,"2,334.31"
ITB_SAN_03,VENDOR_000011,PO_000068,CAD,"2,316.67","2,364.13",0.00,,,"2,345.95",18.18
ITB_SAN_03,VENDOR_000011,PO_000069,CAD,"678,460.41","678,350.11",0.00,,,0.00,"678,350.11"
ITB_SAN_03,VENDOR_000011,PO_000070,CAD,124.39,121.35,0.00,,,0.00,121.35
ITB_SAN_03,VENDOR_000012,PO_000071,CAD,"726,020.64","705,061.90","191,247.44",,,"71,626.57","633,435.33"
ITB_SAN_03,VENDOR_000013,PO_000072,CAD,"91,052.95","89,723.46","9,372.49",,,0.00,"89,723.46"
ITB_SAN_03,VENDOR_000013,PO_000073,CAD,"141,515.32","136,796.73",0.00,,,0.00,"136,796.73"
